Simp-Uni	Simp-C	S-attest	Trad
\u8BE0	诠	7	詮
\u8BE1	诡	13	詭
\u8BE2	询	18	詢
\u8BE3	诣	9	詣
\u8BE4	诤	8	諍
\u8BE5	该	15	該
\u8BE6	详	27	詳
\u8BE7	诧	4	詫
\u8BE8	诨	3	諢
\u8BE9	诩	2	詡
\u8BEA	诪	1	譸
\u8BEB	诫	10	誡
\u8BEC	诬	12	誣
\u8BED	语	472	語
\u8BEE	诮	2	誚
\u8BEF	误	63	誤
\u8BF0	诰	1	誥
\u8BF1	诱	25	誘
\u8BF2	诲	9	誨
\u8BF3	诳	2	誑
\u8BF4	说	230	說
\u8BF5	诵	15	誦
\u8BF6	诶	7	誒
\u8BF7	请	60	請
\u8BF8	诸	49	諸
\u8BF9	诹	1	諏
\u8BFA	诺	109	諾
\u8BFB	读	101	讀
\u8BFC	诼	1	諑
\u8BFD	诽	4	誹
\u8BFE	课	56	課
\u8BFF	诿	4	諉
\u8C00	谀	5	諛
\u8C01	谁	12	誰
\u8C02	谂	1	諗
\u8C03	调	229	調
\u8C04	谄	4	諂
\u8C05	谅	5	諒
\u8C06	谆	5	諄
\u8C07	谇	1	誶
\u8C08	谈	96	談
\u8C09	谉	1	讅
\u8C0A	谊	21	誼
\u8C0B	谋	81	謀
\u8C0C	谌	2	諶
\u8C0D	谍	10	諜
\u8C0E	谎	20	謊
\u8C0F	谏	15	諫
\u8C10	谐	29	諧
\u8C11	谑	10	謔
\u8C12	谒	8	謁
\u8C13	谓	17	謂
\u8C14	谔	3	諤
\u8C15	谕	12	諭
\u8C16	谖	1	諼
\u8C17	谗	6	讒
\u8C18	谘	4	諮
\u8C19	谙	3	諳
\u8C1A	谚	10	諺
\u8C1B	谛	9	諦
\u8C1C	谜	15	謎
\u8C1D	谝	1	諞
\u8C1E	谞	1	諝
\u8C1F	谟	7	謨謩
\u8C20	谠	1	讜
\u8C21	谡	1	謖
\u8C22	谢	72	謝
\u8C23	谣	12	謠
\u8C24	谤	3	謗
\u8C25	谥	4	諡謚
\u8C26	谦	17	謙
\u8C27	谧	4	謐
\u8C28	谨	11	謹
\u8C29	谩	3	謾
\u8C2A	谪	6	謫讁
\u8C2B	谫	1	譾
\u8C2C	谬	19	謬
\u8C2D	谭	10	譚
\u8C2E	谮	2	譖
\u8C2F	谯	7	譙
\u8C30	谰	4	讕
\u8C31	谱	67	譜
\u8C32	谲	3	譎
\u8C33	谳	2	讞
\u8C34	谴	3	譴
\u8C35	谵	2	譫
\u8C36	谶	3	讖
\u8C37	谷	115	穀
\u8C46	豆	136	荳
\u8C6E	豮	1	豶
\u8D1D	贝	119	貝
\u8D1E	贞	23	貞
\u8D1F	负	77	負
\u8D20	贠	1	貟
\u8D21	贡	41	貢
\u8D22	财	99	財
\u8D23	责	63	責
\u8D24	贤	49	賢
\u8D25	败	92	敗
\u8D26	账	54	賬
\u8D27	货	170	貨
\u8D28	质	200	質
\u8D29	贩	26	販
\u8D2A	贪	40	貪
\u8D2B	贫	71	貧
\u8D2C	贬	18	貶
\u8D2D	购	56	購
\u8D2E	贮	12	貯
\u8D2F	贯	35	貫
\u8D30	贰	6	貳
\u8D31	贱	23	賤
\u8D32	贲	5	賁
\u8D33	贳	1	貰
\u8D34	贴	56	貼
\u8D35	贵	95	貴
\u8D36	贶	1	貺
\u8D37	贷	36	貸
\u8D38	贸	60	貿
\u8D39	费	166	費
\u8D3A	贺	45	賀
\u8D3B	贻	13	貽
\u8D3C	贼	49	賊
\u8D3D	贽	2	贄
\u8D3E	贾	31	賈
\u8D3F	贿	9	賄
\u8D40	赀	7	貲
\u8D41	赁	3	賃
\u8D42	赂	2	賂
\u8D43	赃	11	贓贜
\u8D44	资	177	資
\u8D45	赅	5	賅
\u8D46	赆	1	贐
\u8D47	赇	1	賕
\u8D48	赈	6	賑
\u8D49	赉	5	賚
\u8D4A	赊	6	賒
\u8D4B	赋	15	賦
\u8D4C	赌	21	賭
\u8D4D	赍	4	賫賷齎
\u8D4E	赎	13	贖
\u8D4F	赏	35	賞
\u8D50	赐	13	賜
\u8D51	赑	2	贔
\u8D52	赒	6	賙
\u8D53	赓	1	賡
\u8D54	赔	23	賠
\u8D55	赕	1	賧
\u8D56	赖	51	賴頼
\u8D57	赗	1	賵
\u8D58	赘	19	贅
\u8D59	赙	1	賻
\u8D5A	赚	8	賺
\u8D5B	赛	149	賽
\u8D5C	赜	1	賾
\u8D5D	赝	3	贋贗
\u8D5E	赞	47	贊讚讃賛
\u8D5F	赟	1	贇
\u8D60	赠	20	贈
\u8D61	赡	4	贍
\u8D62	赢	9	贏
\u8D63	赣	12	贛灨贑
\u8D6A	赪	1	赬
\u8D75	赵	32	趙
\u8D76	赶	37	趕
\u8D81	趁	12	趂
\u8D8B	趋	26	趨
\u8D9F	趟	7	䠀
\u8DB1	趱	1	趲
\u8DB8	趸	10	躉
\u8DC3	跃	25	躍
\u8DC4	跄	6	蹌
\u8DDE	跞	1	躒
\u8DF5	践	9	踐
\u8DF6	跶	2	躂
\u8DF7	跷	11	蹻蹺
\u8DF8	跸	1	蹕
\u8DF9	跹	2	躚
\u8DFA	跺	2	跥
\u8DFB	跻	2	躋
\u8E0A	踊	3	踴
\u8E0C	踌	5	躊
\u8E29	踩	12	跴
\u8E2A	踪	26	蹤
\u8E2C	踬	2	躓
\u8E2F	踯	2	躑
\u8E44	蹄	22	蹏
\u8E51	蹑	18	躡
\u8E52	蹒	3	蹣
\u8E70	蹰	4	躕
\u8E74	蹴	8	蹵
\u8E7F	蹿	8	躥
\u8E8F	躏	2	躪
\u8E9C	躜	1	躦
\u8EAC	躬	17	躳
\u8EAF	躯	6	軀
\u8F66	车	438	車
\u8F67	轧	26	軋
\u8F68	轨	38	軌
\u8F69	轩	19	軒
\u8F6B	轫	2	軔
\u8F6C	转	294	轉
\u8F6D	轭	9	軛
\u8F6E	轮	154	輪
\u8F6F	软	117	軟輭
\u8F70	轰	28	轟
\u8F71	轱	2	軲
\u8F72	轲	5	軻
\u8F73	轳	2	轤
\u8F74	轴	59	軸
\u8F75	轵	1	軹
\u8F76	轶	7	軼
\u8F78	轸	5	軫
\u8F79	轹	1	轢
\u8F7A	轺	1	軺
\u8F7B	轻	119	輕
\u8F7C	轼	4	軾
\u8F7D	载	84	載
\u8F7E	轾	2	輊
\u8F7F	轿	13	轎
\u8F80	辀	1	輈
\u8F81	辁	1	輇
\u8F82	辂	1	輅
\u8F83	较	35	較
\u8F84	辄	6	輒輙
\u8F85	辅	29	輔
\u8F86	辆	4	輛
\u8F87	辇	2	輦
\u8F88	辈	31	輩
\u8F89	辉	29	輝
\u8F8A	辊	2	輥
\u8F8B	辋	1	輞
\u8F8C	辌	2	輬
\u8F8D	辍	18	輟
\u8F8E	辎	1	輜
\u8F8F	辏	1	輳
\u8F90	辐	34	輻
\u8F91	辑	28	輯
\u8F92	辒	3	轀
\u8F93	输	82	輸
\u8F94	辔	4	轡
\u8F95	辕	8	轅
\u8F96	辖	11	轄
\u8F97	辗	4	輾
\u8F98	辘	5	轆
\u8F99	辙	17	轍
\u8F9A	辚	1	轔
\u8F9E	辞	78	辭辤
\u8F9F	辟	19	闢
\u8FA3	辣	48	辢
\u8FA9	辩	56	辯
\u8FAB	辫	11	辮
\u8FB9	边	208	邊
\u8FBD	辽	34	遼
\u8FBE	达	292	達
\u8FC1	迁	41	遷
\u8FC7	过	287	過
\u8FC8	迈	28	邁
\u8FD0	运	276	運
\u8FD8	还	63	還
\u8FD9	这	42	這
\u8FDB	进	227	進
\u8FDC	远	186	遠
\u8FDD	违	55	違
\u8FDE	连	236	連
\u8FDF	迟	31	遲
\u8FE5	迥	6	㢠逈
\u8FE9	迩	9	邇
\u8FEB	迫	42	廹
\u8FF3	迳	8	逕
\u8FF9	迹	67	跡蹟
\u9002	适	56	適
\u9009	选	117	選
\u900A	逊	43	遜
\u9012	递	43	遞
\u9026	逦	2	邐
\u903B	逻	19	邏
\u903C	逼	42	偪
\u903E	逾	10	踰
\u9041	遁	9	遯
\u904D	遍	33	徧
\u9057	遗	105	遺
\u9065	遥	24	遙
\u9093	邓	16	鄧
\u909D	邝	1	鄺
\u90AA	邪	43	衺
\u90AC	邬	1	鄔
\u90AE	邮	57	郵
\u90B9	邹	10	鄒
\u90BA	邺	4	鄴
\u90BB	邻	46	鄰隣
\u90C1	郁	37	鬱欝鬰
\u90CF	郏	2	郟
\u90D0	郐	1	鄶
\u90D1	郑	25	鄭
\u90D3	郓	3	鄆
\u90E6	郦	1	酈
\u90E7	郧	4	鄖
\u90F8	郸	8	鄲
\u9142	酂	1	酇
\u915D	酝	2	醞
\u9166	酦	3	醱
\u916C	酬	29	詶酧醻
\u9171	酱	41	醬
\u917D	酽	1	釅
\u917E	酾	1	釃
\u917F	酿	15	釀
\u9187	醇	56	醕
\u91C7	采	73	採
\u91CA	释	50	釋
\u91CC	里	509	裡裏
\u91CE	野	121	埜壄
\u9274	鉴	34	鑒鑑鋻鍳
\u92AE	銮	5	鑾
\u933E	錾	2	鏨
\u9486	钆	1	釓
\u9487	钇	1	釔
\u9488	针	101	針鍼
\u9489	钉	40	釘
\u948A	钊	3	釗
\u948B	钋	1	釙
\u948C	钌	1	釕
\u948D	钍	1	釷
\u948E	钎	4	釺鐱
\u948F	钏	2	釧
\u9490	钐	1	釤
\u9491	钑	1	鈒
\u9492	钒	3	釩
\u9493	钓	23	釣
\u9494	钔	1	鍆
\u9495	钕	1	釹
\u9496	钖	1	鍚
\u9497	钗	3	釵
\u9498	钘	1	鈃
\u9499	钙	17	鈣
\u949A	钚	1	鈈
\u949B	钛	3	鈦
\u949C	钜	6	鉅
\u949D	钝	9	鈍
\u949E	钞	12	鈔
\u949F	钟	77	鐘鍾
\u94A0	钠	26	鈉
\u94A1	钡	2	鋇
\u94A2	钢	74	鋼
\u94A3	钣	1	鈑
\u94A4	钤	1	鈐
\u94A5	钥	12	鑰
\u94A6	钦	27	欽
\u94A7	钧	2	鈞
\u94A8	钨	2	鎢
\u94A9	钩	52	鉤鈎
\u94AA	钪	1	鈧
\u94AB	钫	1	鈁
\u94AC	钬	1	鈥
\u94AD	钭	2	鈄
\u94AE	钮	10	鈕
\u94AF	钯	3	鈀
\u94B0	钰	2	鈺
\u94B1	钱	137	錢
\u94B2	钲	1	鉦
\u94B3	钳	19	鉗
\u94B4	钴	3	鈷
\u94B5	钵	11	缽鉢
\u94B6	钶	1	鈳
\u94B7	钷	1	鉕
\u94B8	钸	2	鈽
\u94B9	钹	1	鈸
\u94BA	钺	6	鉞
\u94BB	钻	55	鑽鑚
\u94BC	钼	1	鉬
\u94BD	钽	1	鉭
\u94BE	钾	17	鉀
\u94BF	钿	2	鈿
\u94C0	铀	14	鈾
\u94C1	铁	192	鐵
\u94C2	铂	1	鉑
\u94C3	铃	35	鈴
\u94C4	铄	5	鑠
\u94C5	铅	24	鉛鈆
\u94C6	铆	7	鉚
\u94C7	铇	1	鉋
\u94C8	铈	1	鈰
\u94C9	铉	3	鉉
\u94CA	铊	1	鉈
\u94CB	铋	1	鉍
\u94CC	铌	1	鈮
\u94CD	铍	1	鈹
\u94CE	铎	4	鐸
\u94D0	铐	3	銬
\u94D1	铑	1	銠
\u94D2	铒	1	鉺
\u94D3	铓	2	鋩
\u94D4	铔	1	錏
\u94D5	铕	1	銪
\u94D6	铖	1	鋮
\u94D7	铗	2	鋏
\u94D9	铙	1	鐃
\u94DA	铚	1	銍
\u94DB	铛	11	鐺
\u94DC	铜	51	銅
\u94DD	铝	14	鋁
\u94DF	铟	1	銦
\u94E0	铠	3	鎧
\u94E1	铡	2	鍘
\u94E2	铢	3	銖
\u94E3	铣	5	銑
\u94E4	铤	3	鋌
\u94E5	铥	1	銩
\u94E6	铦	1	銛
\u94E7	铧	4	鏵
\u94E8	铨	5	銓
\u94E9	铩	2	鎩
\u94EA	铪	1	鉿
\u94EB	铫	3	銚
\u94EC	铬	2	鉻
\u94ED	铭	18	銘
\u94EE	铮	3	錚
\u94EF	铯	1	銫
\u94F0	铰	3	鉸
\u94F1	铱	1	銥
\u94F2	铲	16	鏟剷
\u94F3	铳	3	銃
\u94F5	铵	4	銨
\u94F6	银	156	銀
\u94F7	铷	1	銣
\u94F8	铸	15	鑄
\u94F9	铹	1	鐒
\u94FA	铺	58	鋪舖
\u94FB	铻	1	鋙
\u94FC	铼	1	錸
\u94FD	铽	1	鋱
\u94FE	链	53	鏈
\u94FF	铿	3	鏗
\u9500	销	103	銷
\u9501	锁	50	鎖鎻
\u9502	锂	3	鋰
\u9503	锃	4	鋥
\u9504	锄	9	鋤
\u9505	锅	63	鍋
\u9506	锆	4	鋯
\u9507	锇	1	鋨
\u9508	锈	11	銹鏽
\u9509	锉	3	剉銼
\u950A	锊	1	鋝
\u950B	锋	45	鋒
\u950C	锌	4	鋅
\u950E	锎	1	鐦
\u950F	锏	2	鐧
\u9510	锐	22	銳
\u9511	锑	1	銻
\u9512	锒	3	鋃
\u9513	锓	1	鋟
\u9514	锔	3	鋦
\u9515	锕	2	錒
\u9516	锖	1	錆
\u9517	锗	1	鍺
\u9518	锘	1	鍩
\u9519	错	96	錯
\u951A	锚	8	錨
\u951B	锛	1	錛
\u951C	锜	1	錡
\u951D	锝	1	鍀
\u951E	锞	1	錁
\u951F	锟	2	錕
\u9520	锠	1	錩
\u9521	锡	51	錫
\u9522	锢	4	錮
\u9523	锣	19	鑼
\u9524	锤	20	錘鎚
\u9525	锥	23	錐
\u9526	锦	47	錦
\u9527	锧	1	鑕
\u9528	锨	3	鍁
\u9529	锩	1	錈
\u952B	锫	1	錇
\u952C	锬	1	錟
\u952D	锭	4	錠
\u952E	键	36	鍵
\u952F	锯	30	鋸
\u9530	锰	5	錳
\u9531	锱	2	錙
\u9532	锲	2	鍥
\u9533	锳	1	鍈
\u9534	锴	1	鍇
\u9535	锵	2	鏘
\u9536	锶	1	鍶
\u9537	锷	2	鍔
\u9538	锸	1	鍤
\u9539	锹	5	鍬鍫
\u953A	锺	1	鍾
\u953B	锻	5	鍛
\u953C	锼	1	鎪
\u953D	锽	1	鍠
\u953E	锾	2	鍰
\u953F	锿	1	鎄
\u9540	镀	5	鍍
\u9541	镁	10	鎂
\u9542	镂	5	鏤
\u9543	镃	1	鎡
\u9544	镄	1	鐨
\u9545	镅	1	鎇
\u9546	镆	1	鏌
\u9547	镇	200	鎮
\u9548	镈	2	鎛
\u9549	镉	1	鎘
\u954A	镊	2	鑷
\u954C	镌	7	鐫
\u954D	镍	2	鎳
\u954E	镎	1	鎿
\u954F	镏	5	鎦
\u9550	镐	5	鎬
\u9551	镑	2	鎊
\u9552	镒	1	鎰
\u9553	镓	1	鎵
\u9554	镔	1	鑌
\u9555	镕	3	鎔
\u9556	镖	6	鏢
\u9557	镗	1	鏜
\u9558	镘	1	鏝
\u955A	镚	2	鏰
\u955B	镛	1	鏞
\u955C	镜	110	鏡
\u955D	镝	2	鏑
\u955E	镞	2	鏃
\u955F	镟	1	鏇
\u9560	镠	1	鏐
\u9561	镡	2	鐔
\u9562	镢	2	鐝钁
\u9563	镣	4	鐐
\u9564	镤	1	鏷
\u9565	镥	1	鑥
\u9566	镦	1	鐓
\u9567	镧	2	鑭
\u9568	镨	1	鐠
\u956A	镪	3	鏹
\u956B	镫	3	鐙
\u956C	镬	3	鑊
\u956D	镭	3	鐳
\u956E	镮	1	鐶
\u956F	镯	3	鐲
\u9570	镰	14	䥥鐮鎌
\u9571	镱	1	鐿
\u9572	镲	2	鑔
\u9573	镳	4	鑣
\u9574	镴	5	鑞
\u9575	镵	1	鑱
\u9576	镶	6	鑲
\u957F	长	502	長
\u95E8	门	464	門
\u95E9	闩	4	閂
\u95EA	闪	66	閃
\u95EB	闫	1	閆
\u95EC	闬	1	閈
\u95ED	闭	66	閉
\u95EE	问	136	問
\u95EF	闯	14	闖
\u95F0	闰	4	閏
\u95F1	闱	3	闈
\u95F2	闲	72	閑閒
\u95F3	闳	3	閎
\u95F4	间	237	間
\u95F5	闵	5	閔
\u95F6	闶	1	閌
\u95F7	闷	30	悶
\u95F8	闸	21	閘牐
\u95F9	闹	52	鬧閙
\u95FA	闺	18	閨
\u95FB	闻	133	聞
\u95FC	闼	1	闥
\u95FD	闽	13	閩
\u95FE	闾	8	閭
\u95FF	闿	1	闓
\u9600	阀	18	閥
\u9601	阁	38	閣
\u9602	阂	2	閡
\u9603	阃	6	閫
\u9604	阄	2	鬮
\u9605	阅	31	閱
\u9606	阆	8	閬
\u9607	阇	7	闍
\u9608	阈	3	閾
\u9609	阉	5	閹
\u960A	阊	3	閶
\u960B	阋	3	鬩
\u960C	阌	1	閿
\u960D	阍	1	閽
\u960E	阎	13	閻
\u960F	阏	4	閼
\u9610	阐	8	闡
\u9611	阑	23	闌
\u9612	阒	4	闃
\u9613	阓	1	闠
\u9614	阔	33	闊濶
\u9615	阕	1	闋
\u9616	阖	9	闔
\u9617	阗	1	闐
\u9618	阘	1	闒
\u9619	阙	8	闕
\u961A	阚	2	闞
\u961B	阛	1	闤
\u961F	队	130	隊
\u9631	阱	5	穽
\u9633	阳	381	陽
\u9634	阴	125	陰隂
\u9635	阵	55	陣
\u9636	阶	51	階堦
\u9644	附	71	坿
\u9645	际	151	際
\u9646	陆	91	陸
\u9647	陇	14	隴
\u9648	陈	91	陳
\u9649	陉	5	陘
\u9655	陕	14	陝
\u9667	陧	3	隉
\u9668	陨	8	隕
\u9669	险	94	險
\u968F	随	90	隨
\u9690	隐	103	隱
\u96B6	隶	12	隸隷
\u96BD	隽	15	雋
\u96BE	难	236	難
\u96C1	雁	23	鴈
\u96C7	雇	13	僱
\u96CD	雍	21	雝
\u96CF	雏	15	雛
\u96D5	雕	43	鵰彫
\u96E0	雠	1	讎
\u96F3	雳	8	靂
\u96FE	雾	49	霧
\u9701	霁	3	霽
\u9709	霉	41	黴
\u9713	霓	6	蜺
\u972D	霭	13	靄
\u9738	霸	44	覇
\u9753	靓	7	靚
\u9754	靔	1	靝
\u9759	静	86	靜
\u9762	面	500	麵麪
\u9765	靥	2	靨
\u9774	靴	14	鞾
\u978B	鞋	60	鞵
\u978D	鞍	11	鞌
\u9791	鞑	6	韃
\u97AF	鞯	1	韉
\u97E6	韦	29	韋
\u97E7	韧	11	韌靭靱
\u97E8	韨	1	韍
\u97E9	韩	58	韓
\u97EA	韪	7	韙
\u97EB	韫	1	韞
\u97EC	韬	7	韜
\u97ED	韭	4	韮
\u97F5	韵	48	韻
\u9875	页	37	頁
\u9876	顶	122	頂
\u9877	顷	17	頃
\u9878	顸	1	頇
\u9879	项	62	項
\u987A	顺	141	順
\u987B	须	42	鬚須
\u987C	顼	2	頊
\u987D	顽	18	頑
\u987E	顾	58	顧
\u987F	顿	104	頓
\u9880	颀	1	頎
\u9881	颁	11	頒
\u9882	颂	17	頌
\u9883	颃	1	頏
\u9884	预	80	預
\u9885	颅	5	顱
\u9886	领	120	領
\u9887	颇	10	頗
\u9888	颈	30	頸
\u9889	颉	4	頡
\u988A	颊	9	頰
\u988B	颋	1	頲
\u988C	颌	8	頜
\u988D	颍	12	潁
\u988E	颎	1	熲
\u988F	颏	4	頦
\u9890	颐	16	頤
\u9891	频	55	頻
\u9893	颓	24	頹頽
\u9894	颔	11	頷
\u9895	颕	1	頴
\u9896	颖	13	穎
\u9897	颗	6	顆
\u9898	题	86	題
\u9899	颙	1	顒
\u989A	颚	11	顎
\u989B	颛	3	顓
\u989C	颜	44	顏顔
\u989D	额	79	額頟
\u989E	颞	4	顳
\u989F	颟	1	顢
\u98A0	颠	44	顛
\u98A1	颡	2	顙
\u98A2	颢	3	顥
\u98A3	颣	1	纇
\u98A4	颤	22	顫
\u98A5	颥	2	顬
\u98A6	颦	3	顰
\u98A7	颧	4	顴
\u98CE	风	450	風
\u98CF	飏	1	颺
\u98D0	飐	3	颭
\u98D1	飑	1	颮
\u98D2	飒	9	䬃颯
\u98D3	飓	2	颶
\u98D4	飔	1	颸
\u98D5	飕	5	颼
\u98D6	飖	2	颻
\u98D7	飗	1	飀
\u98D8	飘	49	飄飃
\u98D9	飙	10	飆
\u98DA	飚	1	飈
\u98DE	飞	171	飛
\u98E7	飧	5	飱
\u98E8	飨	10	饗
\u990D	餍	3	饜
\u9963	饣	1	飠
\u9964	饤	1	飣
\u9965	饥	20	飢饑
\u9966	饦	1	飥
\u9967	饧	1	餳
\u9968	饨	2	飩
\u9969	饩	2	餼
\u996A	饪	4	飪餁
\u996B	饫	2	飫
\u996C	饬	5	飭
\u996D	饭	104	飯
\u996E	饮	53	㱃飲
\u996F	饯	4	餞
\u9970	饰	50	飾
\u9971	饱	44	飽
\u9972	饲	14	飼飤
\u9974	饴	4	飴
\u9975	饵	10	餌
\u9976	饶	39	饒
\u9977	饷	7	餉饟
\u9978	饸	2	餄
\u9979	饹	2	餎
\u997A	饺	10	餃
\u997C	饼	57	餅
\u997D	饽	5	餑
\u997E	饾	1	餖
\u997F	饿	19	餓
\u9980	馀	4	餘
\u9981	馁	3	餒
\u9982	馂	2	餕
\u9983	馃	1	餜
\u9984	馄	3	餛
\u9985	馅	14	餡
\u9986	馆	82	館舘
\u9988	馈	7	饋餽
\u998A	馊	3	餿
\u998B	馋	13	饞
\u998C	馌	1	饁
\u998D	馍	6	饃饝
\u998E	馎	1	餺
\u998F	馏	10	餾
\u9990	馐	4	饈
\u9991	馑	2	饉
\u9992	馒	3	饅
\u9993	馓	2	饊
\u9994	馔	5	饌籑
\u9995	馕	5	饢
\u9A6C	马	710	馬
\u9A6D	驭	8	馭
\u9A6E	驮	14	䭾馱
\u9A6F	驯	20	馴
\u9A70	驰	26	馳
\u9A71	驱	36	驅敺駈
\u9A72	驲	1	馹
\u9A73	驳	31	駁駮
\u9A74	驴	24	驢馿
\u9A75	驵	1	駔
\u9A76	驶	18	駛
\u9A77	驷	3	駟
\u9A78	驸	2	駙
\u9A79	驹	5	駒
\u9A7A	驺	4	騶
\u9A7B	驻	28	駐
\u9A7C	驼	17	駝駞
\u9A7D	驽	3	駑
\u9A7E	驾	51	駕
\u9A7F	驿	8	驛
\u9A80	骀	1	駘
\u9A81	骁	2	驍
\u9A82	骂	40	罵駡
\u9A83	骃	1	駰
\u9A84	骄	16	驕
\u9A85	骅	2	驊
\u9A86	骆	9	駱
\u9A87	骇	13	駭
\u9A88	骈	7	駢
\u9A89	骉	1	驫
\u9A8A	骊	7	驪
\u9A8B	骋	3	騁
\u9A8C	验	94	驗騐
\u9A8D	骍	1	騂
\u9A8E	骎	1	駸
\u9A8F	骏	3	駿
\u9A90	骐	2	騏
\u9A91	骑	32	騎
\u9A92	骒	2	騍
\u9A93	骓	2	騅
\u9A94	骔	1	騌
\u9A95	骕	2	驌
\u9A96	骖	1	驂
\u9A97	骗	28	騙
\u9A98	骘	2	騭
\u9A99	骙	1	騤
\u9A9A	骚	26	騷
\u9A9B	骛	3	騖
\u9A9C	骜	4	驁
\u9A9D	骝	2	騮
\u9A9E	骞	2	騫
\u9A9F	骟	1	騸
\u9AA0	骠	1	驃
\u9AA1	骡	7	騾驘
\u9AA2	骢	1	驄
\u9AA3	骣	1	驏
\u9AA4	骤	11	驟
\u9AA5	骥	10	驥
\u9AA6	骦	2	驦
\u9AA7	骧	2	驤
\u9AC5	髅	2	髏
\u9AC7	髇	1	髐
\u9ACB	髋	3	髖
\u9ACC	髌	2	髕
\u9AEF	髯	4	髥
\u9B03	鬃	4	騣鬉
\u9B13	鬓	7	鬢
\u9B42	魂	47	䰟
\u9B47	魇	3	魘
\u9B49	魉	4	魎
\u9C7C	鱼	280	魚
\u9C7D	鱽	1	魛
\u9C7F	鱿	3	魷
\u9C80	鲀	1	魨
\u9C81	鲁	139	魯
\u9C82	鲂	1	魴
\u9C83	鲃	2	䰾
\u9C85	鲅	4	鮁
\u9C86	鲆	2	鮃
\u9C87	鲇	1	鮎
\u9C88	鲈	4	鱸
\u9C8A	鲊	1	鮓
\u9C8B	鲋	1	鮒
\u9C8D	鲍	12	鮑
\u9C8E	鲎	1	鱟
\u9C8F	鲏	5	鮍
\u9C90	鲐	2	鮐
\u9C91	鲑	2	鮭
\u9C92	鲒	1	鮚
\u9C94	鲔	2	鮪
\u9C95	鲕	1	鮞
\u9C96	鲖	1	鮦
\u9C97	鲗	2	鰂
\u9C98	鲘	1	鮜
\u9C99	鲙	2	鱠
\u9C9A	鲚	1	鱭
\u9C9B	鲛	7	鮫
\u9C9C	鲜	75	鮮尟尠鱻
\u9C9D	鲝	1	鮺
\u9C9E	鲞	2	鯗
\u9C9F	鲟	2	鱘
\u9CA0	鲠	5	鯁
\u9CA1	鲡	2	鱺
\u9CA2	鲢	3	鰱
\u9CA3	鲣	2	鰹
\u9CA4	鲤	12	鯉
\u9CA5	鲥	2	鰣
\u9CA6	鲦	1	鰷
\u9CA7	鲧	2	鮌鯀
\u9CA8	鲨	11	鯊
\u9CA9	鲩	2	鯇
\u9CAA	鲪	1	鮶
\u9CAB	鲫	3	鯽
\u9CAD	鲭	2	鯖
\u9CAE	鲮	7	鯪
\u9CAF	鲯	2	鯕
\u9CB0	鲰	2	鯫
\u9CB1	鲱	4	鯡
\u9CB2	鲲	2	鯤
\u9CB3	鲳	4	鯧
\u9CB5	鲵	2	鯢
\u9CB6	鲶	2	鯰
\u9CB7	鲷	3	鯛
\u9CB8	鲸	19	鯨
\u9CB9	鲹	1	鰺
\u9CBB	鲻	2	鯔
\u9CBC	鲼	3	鱝
\u9CBD	鲽	7	鰈
\u9CBF	鲿	1	鱨
\u9CC0	鳀	2	鯷
\u9CC1	鳁	1	鰮
\u9CC3	鳃	6	鰓
\u9CC4	鳄	10	鱷鰐
\u9CC5	鳅	3	鰍
\u9CC6	鳆	1	鰒
\u9CC7	鳇	1	鰉
\u9CCA	鳊	1	鯿
\u9CCC	鳌	8	鰲鼇
\u9CCD	鳍	10	鰭
\u9CCE	鳎	1	鰨
\u9CCF	鳏	4	鰥
\u9CD0	鳐	1	鰩
\u9CD1	鳑	5	鰟
\u9CD2	鳒	1	鰜
\u9CD3	鳓	1	鰳
\u9CD4	鳔	3	鰾
\u9CD5	鳕	3	鱈
\u9CD6	鳖	12	鱉鼈
\u9CD7	鳗	7	鰻
\u9CD9	鳙	2	鱅
\u9CDB	鳛	1	鰼
\u9CDC	鳜	2	鱖
\u9CDD	鳝	4	鱓鱔
\u9CDE	鳞	16	鱗
\u9CDF	鳟	3	鱒
\u9CE0	鳠	1	鱯
\u9CE2	鳢	5	鱧
\u9CE3	鳣	2	鱣
\u9E1F	鸟	130	鳥
\u9E20	鸠	10	鳩
\u9E21	鸡	166	雞
\u9E22	鸢	4	鳶
\u9E23	鸣	54	鳴
\u9E24	鸤	1	鳲
\u9E25	鸥	5	鷗
\u9E26	鸦	13	鴉鵶
\u9E27	鸧	2	鶬
\u9E28	鸨	4	鴇
\u9E29	鸩	2	鴆
\u9E2A	鸪	2	鴣
\u9E2B	鸫	3	鶇
\u9E2C	鸬	2	鸕
\u9E2D	鸭	34	鴨
\u9E2E	鸮	7	鴞
\u9E2F	鸯	6	鴦
\u9E30	鸰	2	鴒
\u9E31	鸱	4	鴟
\u9E32	鸲	2	鴝
\u9E33	鸳	7	鴛
\u9E34	鸴	1	鷽
\u9E35	鸵	5	鴕
\u9E36	鸶	1	鷥
\u9E37	鸷	2	鷙
\u9E38	鸸	2	鴯
\u9E39	鸹	2	鴰
\u9E3A	鸺	2	鵂
\u9E3B	鸻	2	鴴
\u9E3D	鸽	12	鴿
\u9E3E	鸾	8	鸞
\u9E3F	鸿	35	鴻
\u9E41	鹁	2	鵓
\u9E42	鹂	3	鸝
\u9E43	鹃	11	鵑
\u9E44	鹄	9	鵠
\u9E45	鹅	31	䳘鵝鵞
\u9E46	鹆	2	鵒
